time_sec,raw_deg
1783235414.210903,73.88
1783235414.2210221,73.57000000000001
1783235414.2361233,73.27
1783235414.240759,72.98
1783235414.2507424,72.63
1783235414.2607539,72.31
1783235414.2708936,71.96000000000001
1783235414.280977,71.62
1783235414.2908723,71.29
1783235414.300884,70.92
1783235414.3111541,70.58
1783235414.3210049,70.2
1783235414.3309288,69.86
1783235414.3409643,69.46000000000001
1783235414.351001,69.10000000000001
1783235414.3609126,68.68
1783235414.37098,68.28
1783235414.3809662,67.83
1783235414.3909576,67.39
1783235414.400911,66.91
1783235414.410865,66.44
1783235414.4209094,65.98
1783235414.4310606,65.5
1783235414.441012,65.03
1783235414.4507189,64.55
1783235414.4661121,64.04
1783235414.4708664,63.550000000000004
1783235414.4808621,63.050000000000004
1783235414.4906595,62.550000000000004
1783235414.500677,62.06
1783235414.5106857,61.54
1783235414.526072,61.04
1783235414.5306745,60.54
1783235414.5406518,60.02
1783235414.5506823,59.51
1783235414.5607119,58.980000000000004
1783235414.5707948,58.410000000000004
1783235414.580748,57.85
1783235414.59076,57.31
1783235414.6008062,56.74
1783235414.6108885,56.18
1783235414.6209335,55.65
1783235414.630674,55.13
1783235414.6406815,54.61
1783235414.650662,54.09
1783235414.660714,53.550000000000004
1783235414.6706476,53.03
1783235414.6806405,52.5
1783235414.6908507,51.95
1783235414.7007065,51.38
1783235414.71092,50.81
1783235414.730855,50.24
1783235414.7407668,49.67
1783235414.750756,49.1
1783235414.766324,48.54
1783235414.7708762,47.96
1783235414.780859,47.36
1783235414.7908807,46.76
1783235414.8009079,46.18
1783235414.8108704,45.58
1783235414.8208506,45.02
1783235414.8310857,44.47
1783235414.8461192,43.88
1783235414.8509357,43.32
1783235414.8607993,42.730000000000004
1783235414.870687,42.14
1783235414.8807697,41.54
1783235414.8906991,40.92
1783235414.9060585,40.27
1783235414.9160664,39.67
1783235414.9207315,39.050000000000004
1783235414.9307036,38.43
1783235414.9407878,37.79
1783235414.950788,37.13
1783235414.9608364,36.47
1783235414.9706867,35.800000000000004
1783235414.9860702,35.17
1783235414.9960413,34.53
1783235415.0006738,33.92
1783235415.000742,33.29
1783235415.010784,32.660000000000004
1783235415.020694,32.03
1783235415.0309434,31.37
1783235415.0410042,30.72
1783235415.050709,30.05
1783235415.060746,29.44
1783235415.0707526,28.82
1783235415.0807548,28.2
1783235415.0907273,27.560000000000002
1783235415.1007602,26.89
1783235415.1107123,26.26
1783235415.1206799,25.62
1783235415.130712,24.990000000000002
1783235415.1407166,24.330000000000002
1783235415.1507967,23.71
